correlation_dim_pub,dim,gen_s,kaplan_yorke_dim,lyap_max,lyap_time_per_step,multiscale_entropy,ok,period,range,reason,system
2.080398064710209,3,0.01,2.168621926035506,2.005961349488129,0.011772786564010882,0.7604529380690989,True,0.58689,60.565223181758114,,Chen
1.2279387897055603,3,0.0,2.0300416878282137,0.16363115430160305,0.004588708460079854,0.6224325755254609,True,2.8043,29.748560440563438,,ChenLee
1.7987707234207353,3,0.02,2.10727056025829,1.2301163591725595,0.017510706372821382,1.2693527097629784,True,1.4235,7.266192634880158,,Chua
1.6328881174569194,5,0.02,2.640554412377753,0.006263277393890506,0.0016910848963504368,0.7054585345031309,True,27.0,1413.7166941154196,,CircadianRhythm
1.453444520919468,3,0.01,2.0026539580881706,0.00732698039035783,0.008995333825242308,1.006450625395487,True,122.77,0.7052524841882305,,CoevolvingPredatorPrey
1.7352885770533426,3,0.02,2.134959031654127,0.3736008151161584,0.015943788385897176,0.7266290517682168,True,4.2676,5.709017635465424,,Colpitts
2.0922372256742787,3,0.02,2.252992250313846,0.13718762024831516,0.007910649746378597,0.9055084400125268,True,5.7663,2.6968537502722105,,Coullet
1.605056083622306,3,0.01,2.0430103150081735,0.40591521049520063,0.013348927612345168,0.8537980405426894,True,3.2886,32.037004909057416,,Dadras
1.9326161168463631,3,0.01,2.6848604732863537,0.739747976641268,0.0006199531893039811,0.8319369667525882,True,0.083806,352.62746884174544,,DequanLi
2.3304138196892192,3,0.02,2.881525629972418,0.12185254082886439,0.017002085021851448,0.66519273658672,True,13.953,1753.3897920000254,,DoubleGyre
2.6609798545500714,4,0.02,3.810221473882809,3.985298067514186,0.16034448244836574,0.5591104791210428,True,4.0234,36.88197590047852,,DoublePendulum
2.019134182605584,3,0.01,2.561219319140712,0.14026545752865122,0.010449215524054402,0.8686568999981737,True,7.4496,2085.88800000016,,Duffing
0.19124944684169679,3,0.02,2.1287842177704674,0.7164303367057223,0.0071643033670572235,0.7807524009298388,True,1.0,27.894815943220323,,ExcitableCell
1.922279579804101,3,0.02,2.172040321306389,0.09354106442670211,0.009254204585862494,0.7817861077722251,True,9.8932,6.019335505914598,,Finance
2.18441887672186,3,0.02,2.8462636972682116,0.22311237411461174,0.017257965250139333,0.796312585554829,True,7.7351,1871.8942000000216,,FluidTrampoline
1.616157126800283,3,0.01,1.190019824057157,0.015326007974604663,0.0031281914876965583,0.47299463051887286,True,20.411,3306.582000000046,,ForcedBrusselator
1.6159744662497548,3,0.01,1.5705852319395741,0.007561278655908403,0.003184988482307582,0.946734422406113,True,42.12235294117647,367.73482726424226,,ForcedFitzHughNagumo
1.3243672479645296,3,0.02,2.012828649055009,0.0035097622587646343,0.0005081038949985326,0.39443058905146283,True,14.476875,1824.086249999871,,ForcedVanDerPol
1.9474141853715994,3,0.01,2.1892507433089325,0.10509061137519304,0.006245640124639098,0.7003576241153363,True,5.9431,1.6832029583901562,,GenesioTesi
1.6403587221370042,3,0.01,1.5520229717346938,0.021594561241816756,0.010896614350242306,0.4632600047939084,True,50.45999420049144,282.97119345877246,,GlycolyticOscillation
2.072148151317943,3,0.02,2.3663164666051353,0.7885729042404602,0.002426378166893724,0.5385101182847213,True,0.3076923076923077,8.56779775505863,,GuckenheimerHolmes
2.029661693798021,3,0.02,2.7273838319442127,0.2386587703845738,0.003470337180162088,0.9351389987191853,True,1.4541,3.8853551887747653,,Hadley
1.8842400748281847,3,0.01,2.118235268907861,0.6963711539102683,0.010368270110569984,0.7527831765757674,True,1.4889,19.66638415308238,,Halvorsen
1.0147969186008294,3,0.02,2.027757892627057,0.012532796124563227,0.016943087080797024,0.47829796264231095,True,135.19,3.003657120737519,,HastingsPowell
1.483374075624846,4,0.01,6.81141589838772,0.03551120315239528,0.0022620636408075797,0.7137794258156454,True,6.37,1.0510765076520365,,HenonHeiles
1.646027113328854,3,0.02,2.0405369895957373,0.6535393283242747,0.011450009032241294,0.8692605688019491,True,1.752,2.4364468312128857,,HindmarshRose
1.988149295653683,6,0.01,2.264479110541058,0.5684266951234997,0.061759560425168246,0.9160145554679957,True,10.865,2.4955888982194407,,Hopfield
1.9031345525981107,4,0.01,3.0460429607933572,0.7941925747845208,0.004631338763108078,0.8910215561062699,True,0.5831505997603473,233.55052340189422,,HyperBao
2.3775113946995137,4,0.01,3.138030987910704,1.6777584899044127,0.01025770834452077,1.1155413734604414,True,0.6113936187028436,56.27837016469515,,HyperCai
2.295404578145075,4,0.01,3.053181782412727,0.38695361636760767,0.003314051592378734,0.8934166449122942,True,0.8564467295817622,467.76585568342546,,HyperJha
2.3256965997358985,4,0.02,3.044709906668086,0.3288809596909799,0.004201607946486692,0.8026458791332332,True,1.277546730110058,505.9940717699891,,HyperLorenz
2.343735648584751,4,25.02,3.0822889656900583,1.042961263138283,0.007470582365622228,1.0455788608813867,False,0.7162856981996777,,IntegrationTimeout: HyperLu: exceeded 25.0s,HyperLu
2.409444534598458,4,5.72,3.08902125132107,1.4465315511406867,0.012207821283652371,0.9172158388570456,True,0.8439374360017028,63.144588963048776,,HyperPang
2.0678487037707702,4,5.23,3.2816770286126777,12.787249321134263,0.007910241737908816,0.9988440965886223,True,0.06186038560173437,4012.952933704778,,HyperQi
1.8918979971680174,4,3.09,2.916384112225743,0.1718849632568779,0.0019178024717240983,0.9144754695112332,True,1.1157476694793766,273.8566047663459,,HyperRossler
2.384028593490252,4,4.19,3.105321722354005,1.2930140887300063,0.008380697410269505,0.9969261837212393,True,0.6481520567576332,106.62545386739245,,HyperWang
2.305709840802521,4,6.1,3.0909471864561056,0.9819830018599975,0.011124051975584255,0.9312323303231519,True,1.1328151255687646,63.519148782635504,,HyperXu
1.7169092247689766,4,7.36,2.0711118082329567,1.3945968455812914,0.01272852533269827,0.8166157518949907,True,0.9127028626966961,63.72124582866599,,HyperYan
2.4394788306107964,4,7.72,3.026605264361547,0.42042732521941667,0.003837252232836765,0.9730322217427024,True,0.9127028626966961,118.95440259297698,,HyperYangChen
2.4915316423406364,3,25.02,3.244868718449604,0.84473454954854,0.24347423389026257,0.8772895630687737,False,28.822573200111794,,IntegrationTimeout: InteriorSquirmer: exceeded 25.0s,InteriorSquirmer
1.0903385466106001,3,4.49,2.0385823810364654,0.450090505359164,0.0032869209425369023,0.6589422003608746,True,0.7302799999999999,2.263645449365329,,IsothermalChemical
1.0127192656492157,3,6.1,2.0152772613355485,0.03621509684991421,0.018013389173147328,0.5883298730506914,True,49.74,0.943325323504569,,ItikBanksTumor
1.836822800294913,3,15.97,2.5082428902531144,0.2922722771543928,0.0568604024312785,0.38139916676685187,True,19.4546,2.7823553383467026,,JerkCircuit
0.49778489205270265,3,4.46,1.4235221965773541,0.0757060839542753,0.008321360394640761,0.5935098791328474,True,10.991666666666667,13.681133441578417,,KawczynskiStrizhak
1.7191054642322454,3,5.02,2.049321615812801,0.6080602180196161,0.005756323665926299,1.004437967414151,True,0.94667,6.251988789374616,,Laser
2.4669485126996986,3,10.23,2.9856669109882814,2.172601412109087,0.0593840075801548,0.7815824521381879,True,2.7333134945588955,546.6626989115199,,LidDrivenCavityFlow
1.06018642946504,3,11.51,1.2188137323261288,0.2457084451352168,0.019696971795819522,0.7641473604711979,True,8.0164,84.86102612086822,,LiuChen
1.993931310517824,3,8.68,2.075158758095728,0.8917098035724058,0.013382780732014665,1.1541457906835575,True,1.5008,49.59362001274755,,Lorenz
1.8667731027742769,3,20.82,2.4449761695022096,0.46146683857936616,0.028881363559328212,0.6685802317710752,True,6.2586,5.795553775007345,,Lorenz84
2.2561447518650386,4,18.58,3.1698163415908196,1.3361667787286362,0.02935424796188941,0.8046726640855828,True,2.1969,32.40699468831843,,Lorenz96
1.9641115851657072,3,5.67,2.0704391073439155,0.7124135270827626,0.009771463937467171,1.1983193915488475,True,1.3716,48.67909794561227,,LorenzBounded
2.3989498239642524,6,8.28,3.0408069075490425,1.0284398414904556,0.016667924511035815,1.1717493753138832,True,1.6207,60.520882783929224,,LorenzCoupled
2.119146547661978,4,7.3,2.1738121741011174,0.3807742646421621,0.014803415482816855,1.0299236916146275,True,3.8877142857142855,35.54253451782034,,LorenzStenflo
1.372789971167648,3,13.0,2.0358980309317456,0.3266868574498627,0.007639572161465039,0.4483903807918106,True,2.3385,36.18130732155849,,LuChen
1.7225991312358646,3,4.92,2.0293036172873244,0.2612775880231121,0.0024124543534938007,0.6029763775293518,True,0.92333,33.441825569166376,,LuChenCheng
2.2702320395980986,10,25.04,3.8961444775216614,0.2494638510848618,0.1082822792018951,0.7844902548776685,False,43.406,,IntegrationTimeout: MacArthur: exceeded 25.0s,MacArthur
1.8466427700305443,3,9.5,2.3217713120052443,0.6976623003008144,0.008990774063976595,0.5401952179209213,True,1.2887,264.71341658711776,,MooreSpiegel
1.7519423469999007,3,8.73,2.0710214570482988,1.462134784614238,0.033023776245297176,0.8118881305702679,True,2.2586,81.16896201961734,,MultiChua
2.0051574625339903,3,4.38,2.2206092778719664,0.14945341784639976,0.012717738591639386,0.6322918700854281,True,8.5095,1.6237444108487908,,NewtonLiepnik
1.9624149541987226,3,4.76,6.213204677134776,0.010464383779400952,0.0006139767894887921,0.5656074689683536,True,5.8673,7.815233766248751,,NoseHoover
2.0980551223412083,4,8.19,4.280996083113027,0.29554197767663787,0.017800720655446727,0.8209529097052416,True,6.023076923076923,5.252912072550644,,NuclearQuadrupole
2.346659533315372,3,4.83,2.962629189215532,0.13470179997834794,0.032135808420834466,0.6177682255070645,True,23.857,2337.986000000036,,OscillatingFlow
0.7715266839229182,3,2.44,2.0644468877116084,0.6132378917107628,0.010933418371311189,1.0993195372407014,True,1.7829,10.260232602803752,,PanXuZhou
1.7200323215068793,3,4.68,2.1563635563177295,0.10415076085878888,0.003904333975053432,0.6547493000137818,True,3.7487330316742087,11.106593553879192,,PehlivanWei
1.8913519055600239,4,5.05,2.498645226832379,2.1916060472989556,0.008946355045679066,0.8855652233700573,True,0.40820999999999996,11.659683296965433,,Qi
1.830987290684598,3,7.12,2.0917466081236316,4.0275703123027435,0.01577961772657092,0.846453868214798,True,0.39179,173.87653042883701,,QiChen
2.0781334886735414,3,3.17,2.36076141745315,0.2541443669572464,0.005935795834653447,0.9189339042839536,True,2.3356,2.666806070482468,,RabinovichFabrikant
1.9218207098924294,3,6.93,2.1059475747031655,1.8138795790741327,0.016681706324871075,0.9190517908569512,True,0.91967,50.89636759589318,,RayleighBenard
1.9056463792003642,3,4.7,2.0672834652602137,0.1318127385277225,0.007773656254672434,0.9664471212975273,True,5.8975,8.386912908479996,,RikitakeDynamo
1.796820702938341,3,5.49,2.0146095059018845,0.15059688939547888,0.008898167806821265,0.605878349292794,True,5.9086,22.81175679256653,,Rossler
1.9824460344125072,3,6.02,2.055660980653234,0.1936356650629198,0.011757751218285551,0.6441822675461503,True,6.0721,19.42981849354749,,Rucklidge
2.055704010721625,3,6.9,2.245095314885476,0.26501036485491514,0.01320917662582839,0.6082767822064958,True,4.9844,51.14832629321747,,Sakarya
1.699295461860061,3,3.3,2.0843843542474496,1.0702552017260383,0.010353434770457349,0.9335269725171643,True,0.96738,285.0215115210541,,SaltonSea
2.067524991580239,3,4.84,2.194219372064799,0.2606135207962152,0.01945584178152065,0.9947542017597873,True,7.4654,20.729072395605343,,SanUmSrisuchinwong
1.7168454070369197,3,4.59,2.0312187919639926,0.03577425334463406,0.0043065046176270485,0.7156563118943259,True,12.038,2.6790677309037876,,ShimizuMorioka
1.9642234277909487,3,4.05,60.66528307527488,0.012993052652429771,0.0008280272562275763,0.5748267225365974,True,6.3728461538461545,5.9603617640370885,,SprottA
1.9347401711496346,3,5.04,2.1852994894688953,0.20674275256006883,0.022845369504676978,0.8826029903839796,True,11.050142857142857,13.387978867315944,,SprottB
1.903676120558973,3,4.38,2.1529236029587073,0.15806924766944033,0.01404476879392511,1.14839462464542,True,8.8852,9.797041227794207,,SprottC
1.950013918317399,3,3.2,2.0807565309303526,0.10170941886932346,0.004915921342211011,1.0030259093693934,True,4.8333,4.7920560847733515,,SprottD
1.5319512189227282,3,3.82,2.0894640654250147,0.09016067590084897,0.006877005554337256,0.8387888716672988,True,7.6275,8.410829606336556,,SprottE
2.248574151957115,3,7.66,2.2516153966506316,0.1183090101484132,0.02276738591296064,0.7674306147320477,True,19.244,5.062917891724417,,SprottF
1.4356008167477212,3,3.89,2.0519020031307744,0.09067832253388744,0.007897809857733994,0.6185493944257671,True,8.7097,4.161947929410802,,SprottG
2.1841850324956043,3,8.22,2.2414973487697853,0.13100182470690253,0.02650035911995931,0.6325364503922819,True,20.229,6.444099305413087,,SprottH
1.5880853049819768,3,3.2,2.019844528960972,0.023218704376506836,0.002537804388352197,0.5893805046352655,True,10.93,1.7982456238281035,,SprottI
1.7631890086601887,3,3.62,2.0221468017281006,0.12290789099642041,0.005943825608586891,0.6352974298685767,True,4.836,33.59941495088992,,SprottJ
1.1444423838257205,3,5.54,2.031190248069004,0.08785190282162628,0.010472825335366068,0.5314887786603959,True,11.921,9.084605950932696,,SprottJerk
1.817781482577807,3,3.15,2.0417036451446204,0.05962593786799159,0.004177393207031491,0.6562812206790845,True,7.006,4.529105232524575,,SprottK
1.410583582611956,3,6.64,2.0329815956000377,0.09216197583296963,0.006198998818477203,0.5605870039438788,True,6.7262,29.106822776458568,,SprottL
1.5501956414464297,3,3.53,2.04996202872584,0.08422043130700084,0.004517920817032753,0.7481178461456197,True,5.3644,5.606786378188353,,SprottM
2.234865750080784,3,5.4,2.999952495039482,1.0946909441433958,0.0724790375387435,0.6370154977546665,True,6.62095890410959,5.607079462569473,,SprottMore
1.7798181024992923,3,3.5,2.028951405806632,0.11869612209728901,0.005713437837153007,0.6385218945868028,True,4.8135,33.592118352630735,,SprottN
1.710108209511237,3,4.9,2.2474645346215256,0.09141077854590315,0.008917121447152853,0.4161154943097029,True,9.755,2.5368098161959436,,SprottO
1.9850786402587843,3,2.74,2.2122245136720187,0.1064676723437159,0.005686864250567241,0.8486396469370624,True,5.3414,2.674773639033582,,SprottP
1.831711145721785,3,4.45,2.2246852931286063,0.17169784338063596,0.008317558626888146,0.8105158145249107,True,4.8443,14.795322483720774,,SprottQ
1.831336989240481,3,4.18,2.071744469374985,0.09661415277799693,0.006775840376779259,0.5877166245477188,True,7.0133,21.51612049257084,,SprottR
1.909825606415139,3,5.16,2.182390107009358,0.2737629235389973,0.009172426753174104,0.6690400524585065,True,3.3505,5.8366099329228565,,SprottS
1.0564310259305965,3,9.08,2.759693065535405,0.1056964344650892,0.014382113837664686,0.9562901894463037,True,13.607,4.0062406940903825,,SprottTorus
1.7159805502964127,3,17.94,5.682155291949877,0.06406131604734494,0.0010332449665276266,0.9213029740441252,True,1.6129,645.1599999997105,,StickSlipOscillator
,,0.02,,,,,False,,,AttributeError: 'SwingingAtwood' object has no attribute 'multiscale_entropy',SwingingAtwood
1.6488268116215494,3,14.87,2.1271136075295507,0.6324054000339867,0.0314242243276888,0.9921951854111759,True,4.969,8.312559250647048,,Thomas
2.150032278884401,3,22.68,2.4720317677959973,1.390858033637042,0.08414691103504103,1.3049872431864915,True,6.05,23.93039513767274,,ThomasLabyrinth
1.0422059009112339,3,13.81,2.0,0.00817284128815307,0.0005197927059265353,0.47330913201518593,True,6.36,2.9996709538262163,,Torus
1.4738205303007272,3,6.94,2.315349160163322,0.13621488344499086,0.00047029550658217543,0.3913632586715302,True,0.34526,136.8851899174192,,Tsucs2
1.6209562623031344,3,12.02,1.2053069221786739,0.12906862565697674,0.005685852573794701,0.4989636261373046,True,4.40529411764706,5535.855854761536,,TurchinHanski
1.3112426349362432,3,7.89,2.1205065379188333,0.5477586276153029,0.012098344808139195,0.9058707360850027,True,2.2087,25.353705740816263,,VallisElNino
1.7810104871604908,3,7.41,2.0595560098996604,0.06735463002480017,0.01815746116208563,0.9045422097501858,True,26.958,5.658019960401601,,WangSun
0.9743571353772181,3,5.4,2.0947817139683895,0.403521000622694,0.018857746922100363,0.5896070173085494,True,4.6733,136.90835625003484,,WindmiReduced
1.8558772226523095,3,11.52,2.1703721122420614,1.8525516537708415,0.024761205404301066,0.6340382196367295,True,1.3366,45.34696777303811,,YuWang
1.5232465346725725,3,7.12,2.0619881661890873,1.1576066800869989,0.004545342629361601,0.9335570471768684,True,0.39265,25.83580155691031,,YuWang2
1.6212203970681585,3,4.76,2.045920730005392,0.6828000288089435,0.005975729292130111,0.7337896982114851,True,0.87518,147.34686403060573,,ZhouChen
