system,lyap_max,n_unbounded,nonautonomous,kaplan_yorke_dim,correlation_dim_pub,multiscale_entropy,period,dim,lyap_time_per_step,autocorr_time,perm_entropy,wpe,wpe_x,k01,perm_entropy_naive,wpe_naive,k01_naive,spectral_entropy,corr_dim_ours,fsle_small,fsle_large,fsle_ratio,fsle_log_range,wall_s
Dadras,0.40591521049520063,0,0,2.0430103150081735,1.605056083622306,0.8537980405426894,3.2886,3,0.013348927612345168,15.0,0.745801177965857,0.7419325269196403,0.7723734526208202,0.999055368448869,0.24885367350702126,0.2720467316987292,0.5626304945898997,0.6957476927802451,1.7951338798081669,0.8539594715960455,0.5683758852829246,1.5024554941682016,0.5377347064373538,9.94
DequanLi,0.739747976641268,0,0,2.6848604732863537,1.9326161168463631,0.8319369667525882,0.083806,3,0.0006199531893039811,48.0,0.8070108578464286,0.7977312729461139,0.8519489365422634,0.9921305314847498,0.19990503731147943,0.14620845600812246,-0.011129688166368414,0.39191432812488713,2.024153508668981,1.1377994566308163,2.294750331828307,0.4958271236959761,1.0297356093030885,9.68
Duffing,0.14026545752865122,1,1,2.561219319140712,2.019134182605584,0.8686568999981737,7.4496,3,0.010449215524054402,15.0,0.6225487905689735,0.6044280736767608,0.9292404118970785,0.9878304568062204,0.1674042026730113,0.09973827370985179,-0.014740633504442218,0.40061386825345363,2.3915109063011535,0.718859904147261,0.18282931529053434,3.931863459669581,1.3691134762673252,12.46
ForcedBrusselator,0.015326007974604663,1,1,1.190019824057157,1.616157126800283,0.47299463051887286,20.411,3,0.0031281914876965583,11.0,0.4509815653710126,0.4182492714472914,0.6432362620173803,0.2778271246847782,0.17264947162019575,0.09571269299072423,-0.0024847966788689056,0.1973517651055565,2.333177583112341,0.39538163921896263,0.0158769586526459,24.902857522594367,3.2149825568297925,12.72
ForcedFitzHughNagumo,0.007561278655908403,1,1,1.5705852319395741,1.6159744662497548,0.946734422406113,42.12235294117647,3,0.003184988482307582,17.0,0.4903834217793455,0.46840961903241257,0.631140487291271,0.9235812723143395,0.15011861503913615,0.1053850520903727,-0.0008264006841919542,0.3326796508697478,1.9737465881701124,0.17774305294129986,0.04992839397494691,3.5599593495934965,1.6280157230860033,12.37
GenesioTesi,0.10509061137519304,0,0,2.1892507433089325,1.9474141853715994,0.7003576241153363,5.9431,3,0.006245640124639098,20.0,0.7117822609239634,0.6639065424995356,0.7055192866674459,0.9318316775011877,0.2135633671065044,0.14323235115909347,0.003802535477326066,0.47958415551317385,1.8073520795841307,0.04460423211910521,0.05643415003030992,0.7903766087581537,0.3508285640709383,9.64
GlycolyticOscillation,0.021594561241816756,0,0,1.5520229717346938,1.6403587221370042,0.4632600047939084,50.45999420049144,3,0.010896614350242306,17.0,0.5547134538400268,0.5603696310027669,0.5797499700062323,0.6400355113838725,0.23918194676821636,0.32615394775826234,0.9658412978813673,0.2923226021081648,1.1127175688782018,0.042793049133349734,0.025615979061641512,1.6705607476635518,0.5131593471122109,9.81
Halvorsen,0.6963711539102683,0,0,2.118235268907861,1.8842400748281847,0.7527831765757674,1.4889,3,0.010368270110569984,17.0,0.813648918506973,0.7777399856194788,0.7739672405469531,0.9858397303762234,0.25529632138972475,0.15318922691532244,-0.003345680184614791,0.48465032351075726,2.0267162389833477,0.8783832822761964,0.51880736211707,1.6930817610062892,0.5265503955503411,9.81
HenonHeiles,0.03551120315239528,0,0,6.81141589838772,1.483374075624846,0.7137794258156454,6.37,4,0.0022620636408075797,20.0,0.6654138651354032,0.6458331624789645,0.6480906309381942,0.07277821841210882,0.21344780306077246,0.14355440280620937,-0.002523591246302972,0.16865935214165545,1.7276051358967928,0.09213743781511095,0.069823436917706,1.3195775212799146,2.2798042842563446,14.37
Hopfield,0.5684266951234997,0,0,2.264479110541058,1.988149295653683,0.9160145554679957,10.865,6,0.061759560425168246,20.0,0.7758868129215584,0.7402197287151592,0.7099995185976559,0.9894066105534864,0.24542725789436826,0.1681495656507771,-0.0016590248563890235,0.5458968801987556,1.7394045708520811,0.1333363916300947,0.05357284960580433,2.488879957127545,1.0924617587150895,19.11
HyperBao,0.7941925747845208,0,0,3.0460429607933572,1.9031345525981107,0.8910215561062699,0.5831505997603473,4,0.004631338763108078,20.5,0.8319877328516122,0.7982803429174479,0.7965560053824319,0.9978524997420006,0.2151674022792715,0.14441483775057246,-0.009223124261783441,0.5494881677639891,2.438353235799604,0.9978577352154197,0.9801742621080868,1.0180411522633745,0.6799887244318402,12.58
HyperCai,1.6777584899044127,0,0,3.138030987910704,2.3775113946995137,1.1155413734604414,0.6113936187028436,4,0.01025770834452077,19.5,0.8642538917227701,0.8302921535615765,0.8125241289909445,0.9969939522961844,0.21812142953947017,0.14356603602052664,-0.00841918754285284,0.5389523772701779,2.709469734606843,2.581518194693081,1.3398267565523474,1.9267552182163192,0.7552218054189009,13.14
HyperJha,0.38695361636760767,0,0,3.053181782412727,2.295404578145075,0.8934166449122942,0.8564467295817622,4,0.003314051592378734,24.0,0.7773652280803802,0.7490583231009084,0.7471532487511644,0.9956650087310965,0.21937564184269703,0.14802542763745258,-4.106345699336097e-05,0.551176283668666,2.5186067404951777,0.6826392015023213,0.5341811822793394,1.277916976763417,0.37958131014763974,12.66
Aizawa,0.13489555530106362,0,0,2.3501297618370773,1.8926529653780282,0.514512246123007,2.5837,3,0.0034852964623135804,14.0,0.6529700093426037,0.64530345433963,0.6654316154692673,0.30431246342742896,0.21941839301945207,0.14674550799005995,-0.003043307693239415,0.22751361392681438,2.0594326894791966,0.15139783274042512,0.06534441949768405,2.316920617005267,1.0084951381730827,9.58
AnishchenkoAstakhov,0.10107726791527546,0,0,2.0916403758729327,1.934087922565906,0.7612343892027325,6.814,3,0.006887405035746871,18.0,0.6383813445138707,0.6181058774461237,0.6167954029190262,0.9904320332362082,0.1984929274033654,0.13307184937768976,-0.010902840246421241,0.5460227010630901,1.9624238558059797,0.08130757141238255,0.05344517190269739,1.5213267825279264,1.1584506773764263,9.45
ArnoldBeltramiChildress,0.3667300080060703,3,0,2.612281260580053,1.9304327374472745,1.2759526834024162,2.8508,3,0.010454739068237053,1.0,0.3960352135692888,0.3522600942835048,0.1440432828020582,0.004473995576120207,0.17418995929476946,0.14437975000326728,-0.05751074203535123,0.1812909114303819,1.9552219048197612,0.6344786609392576,0.045234886935606095,14.026312519415969,2.6409350313021087,15.09
BelousovZhabotinsky,132.08766434104578,0,0,2.0206505961796535,0.8599643745060099,0.8764191281600929,0.038257,3,0.05053277774695388,12.0,0.6867433698635789,0.5893297628577531,0.46723923348247975,0.996903560495703,0.25044257187494345,0.19878242302343707,0.16976132924216808,0.6232344113592924,1.7410124102222355,72.06435202409827,35.2151198666512,2.0464037122969834,0.7292780430660861,9.59
Blasius,0.12597339364128174,0,0,2.016657959617314,1.6871652299106432,0.5917316835585642,6.6038,3,0.008319030969282963,17.0,0.6280380866520052,0.5892558512277407,0.6589974234784592,0.9313822920618013,0.21390949750896926,0.15716785392770094,-0.0037643362181603197,0.33214959131279065,1.617054624929963,0.17247598334976774,0.09066021809066258,1.9024439493106808,0.7673239496256248,9.48
BlinkingRotlet,2.120338159738003,2,1,2.910902586026695,2.0693373122119807,1.2895030395332947,2.9520625,3,0.06259370768681569,1.0,0.4331106017417731,0.4490102305067409,0.9498529807371234,-0.040286050032856756,0.23831898965302215,0.3058042058329759,-0.040286050032856756,0.3407646571853991,1.6777650047095305,20.125798649780197,0.24154409009594746,83.32142857142858,4.422705761846226,15.57
BlinkingVortex,2.863016777441748,2,1,2.8911482753116986,2.212155663068541,1.1011364489263011,2.7616666666666667,3,0.07906698000368294,1.0,0.3604243009597344,0.410615900217491,0.9478713477470284,-0.03818670390188261,0.14326161650329275,0.22150250092857346,-0.03818670390188261,0.32884466375908233,1.7977612367309281,12.210262033384021,0.538121249759048,22.690540540540542,3.121948121361254,15.03
CaTwoPlusQuasiperiodic,0.48083152954373326,0,0,4.547800407390443,1.8508709631136986,0.8512706770213926,0.65614,3,0.003154927997948251,19.0,0.6165238278052785,0.5993015315093423,0.5938782521522619,0.8244294663441032,0.2062017775647996,0.1385599400978646,-0.0025357292572183564,0.3064831933614541,1.8773376812839617,2.679278781481118,1.1127823189538353,2.4077294685990336,0.9439246960762752,9.52
Chua,1.2301163591725595,0,0,2.10727056025829,1.7987707234207353,1.2693527097629784,1.4235,3,0.017510706372821382,34.0,0.7762569365625781,0.7650675573480873,0.8093988084275815,0.9363316270975862,0.21252083191463753,0.14567694231618789,-0.0051683094456493345,0.4260956562382227,1.8897432399536493,0.2620227720734511,0.21746918769953485,1.2048730895867117,0.2925944372136875,9.42
CircadianRhythm,0.006263277393890506,1,1,2.640554412377753,1.6328881174569194,0.7054585345031309,27.0,5,0.0016910848963504368,17.0,0.48590963935165277,0.4779688978991826,0.4826927329162776,0.5245992790522526,0.15053023946661634,0.09332982833890488,-0.002395494953482384,0.22715016493521514,2.3937011926397314,0.083853651100682,0.02316107161733688,3.620456448911223,1.2866001087483494,18.9
Colpitts,0.3736008151161584,0,0,2.134959031654127,1.7352885770533426,0.7266290517682168,4.2676,3,0.015943788385897176,21.0,0.7290094396672554,0.6747594813909337,0.6839761460387618,0.983811796081587,0.22176882650615082,0.14081856419484373,-0.01168484730359461,0.5356185037982494,1.8396082126490523,0.13525409067256194,0.10275464417005081,1.3162820207788088,0.5602486325931848,9.56
Coullet,0.13718762024831516,0,0,2.252992250313846,2.0922372256742787,0.9055084400125268,5.7663,3,0.007910649746378597,21.0,0.7901229983135697,0.7510314769498821,0.841788464936864,0.9585332371996127,0.21461288847363416,0.14631640566910176,-0.003912527839283354,0.4639111989801224,2.0801028494500384,0.16710830802287208,0.08339474561215424,2.003822984244671,0.6950568481059529,9.7
DoubleGyre,0.12185254082886439,1,1,2.881525629972418,2.3304138196892192,0.66519273658672,13.953,3,0.017002085021851448,18.0,0.6141289449583053,0.5805736539476299,0.9561254214992702,0.9966871980362788,0.15989938123690886,0.09782813512881217,-0.040286050032828834,0.42644561574424733,2.521869357716339,0.46385418253012706,0.07879030395743378,5.887198795180723,1.7727802979795864,12.34
DoublePendulum,3.985298067514186,2,0,3.810221473882809,2.6609798545500714,0.5591104791210428,4.0234,4,0.16034448244836574,13.0,0.8277709910499458,0.7599104314257523,0.8057000363761893,0.9589304918305079,0.3182863036821856,0.1746208281754294,0.03373861112630382,0.47597723178885837,2.606770705300907,0.4086909711073109,0.1494396095462504,2.734823600973236,1.006066936892005,12.91
ExcitableCell,0.7164303367057223,0,0,2.1287842177704674,0.19124944684169679,0.7807524009298388,1.0,3,0.0071643033670572235,7.0,0.5475517995144445,0.5961483522704843,0.5183993579349081,0.9978683081182531,0.1891233411072504,0.23586075278773608,0.9869846656021053,0.6525033606574367,1.33260774276488,1.2998540657476705,1.22916597705325,1.057508985779028,0.5298369125798112,9.8
Finance,0.09354106442670211,0,0,2.172040321306389,1.922279579804101,0.7817861077722251,9.8932,3,0.009254204585862494,16.0,0.7488642914747308,0.6880271930565277,0.6716347067419808,0.9944824704928792,0.2445312014285063,0.15643081412214296,-0.008177359724175109,0.5880417296969079,1.958041500554835,0.15522515584589225,0.08831469428283291,1.7576367908694188,0.6207316840035979,9.61
FluidTrampoline,0.22311237411461174,1,1,2.8462636972682116,2.18441887672186,0.796312585554829,7.7351,3,0.017257965250139333,17.0,0.5036223820086693,0.5219294064986484,0.8299711459585069,0.40537397484700977,0.16037033631931022,0.09750846911404763,-0.040286050032829236,0.3037355739397814,2.158848107977505,0.2382557358540395,0.2214430713525326,1.0759231905465287,0.4074467748805679,12.9
ForcedVanDerPol,0.0035097622587646343,1,1,2.012828649055009,1.3243672479645296,0.39443058905146283,14.476875,3,0.0005081038949985326,2.0,0.302315308534687,0.35190931064378966,0.5221911363758253,0.35591326925964695,0.16780555763962657,0.2861597708930877,0.6651951359739496,0.3608101864251057,1.5112729022000004,0.737994043597733,0.2239981920947049,3.2946428571428568,1.2062352805892143,13.06
GuckenheimerHolmes,0.7885729042404602,0,0,2.3663164666051353,2.072148151317943,0.5385101182847213,0.3076923076923077,3,0.002426378166893724,21.0,0.6195345777338951,0.615039950357961,0.6049614869210245,0.4429353245685999,0.19099953293891633,0.13642072289930027,0.006815293295302869,0.3198472603022149,2.078618344481011,0.8039968871240638,0.4814636586431664,1.6699015028254516,0.7135357206068691,9.55
Hadley,0.2386587703845738,0,0,2.7273838319442127,2.029661693798021,0.9351389987191853,1.4541,3,0.003470337180162088,20.0,0.8074328181826314,0.7771224537675181,0.7834938483576319,0.9933969803650651,0.20780321471700128,0.14420100588455628,-0.01130510925029776,0.5022764917756514,2.1994228873831503,0.4693098029829633,0.21334536982644461,2.1997655883731833,1.015665432360453,9.5
HastingsPowell,0.012532796124563227,0,0,2.027757892627057,1.0147969186008294,0.47829796264231095,135.19,3,0.016943087080797024,6.0,0.6930934120436966,0.6516805389322378,0.6526837830240745,0.9832696946070503,0.34191539811225136,0.27550815558305847,0.5049289877400523,0.5060111808671326,1.4753038977146846,0.019588185252732357,0.005929121121598955,3.303724928366761,1.1950505980666315,9.8
HindmarshRose,0.6535393283242747,0,0,2.0405369895957373,1.646027113328854,0.8692605688019491,1.752,3,0.011450009032241294,27.0,0.7338040917257141,0.597027016676728,0.5005058026362988,0.9938397518943993,0.20967717569924127,0.1160464944017605,-0.017885324524733487,0.5754217641587699,1.7330634838921533,0.3713110768412933,0.2987404624020121,1.2429219458783043,0.3952456967889274,9.37
HyperLorenz,0.3288809596909799,0,0,3.044709906668086,2.3256965997358985,0.8026458791332332,1.277546730110058,4,0.004201607946486692,16.0,0.784022290077516,0.7570710752896888,0.7417727243168719,0.9970093374312525,0.24738008026488606,0.15890275306810323,0.0016217980803430732,0.5961791990919992,2.5792286137353497,0.5901412554478805,0.5559027835321673,1.061590754588715,0.2572822556499418,12.89
Bouali,0.06012563518102038,0,0,2.224727237508172,1.7283783962483246,0.7505556173926505,3.0411,3,0.0018284806914900108,31.0,0.6969551510385118,0.6034409740439957,0.7334748313011737,0.9751485696941431,0.20071594592379513,0.14118416669590764,-0.0019280457520535312,0.41172262567606505,1.8698827849063047,0.23659123758049277,0.1000518568595493,2.3646861238429047,0.8606452959450299,9.59
PanXuZhou,0.6132378917107628,0,0,2.0644468877116084,0.7715266839229182,1.0993195372407014,1.7829,3,0.010933418371311189,9.0,0.5570752632961925,0.5963850823703277,0.5649927994333577,-0.2934411654973851,0.2827276501430551,0.15515220166116567,-0.36593550632792454,0.44756960271809404,0.3832624876215275,0.22393759094791937,0.13984716932359118,1.6013022789882296,0.47081722255656544,10.56
SprottP,0.1064676723437159,0,0,2.2122245136720187,1.9850786402587843,0.8486396469370624,5.3414,3,0.005686864250567241,21.0,0.7383438389671736,0.6859640987666636,0.674789002366645,0.9508176342608636,0.2111413080014699,0.13643173114642512,-0.002507819593059936,0.47711621440916985,2.028165957736083,0.10148353758803055,0.08562301930821396,1.1852366151995186,0.46625657712120505,9.62
HyperRossler,0.1718849632568779,0,0,2.916384112225743,1.8918979971680174,0.9144754695112332,1.1157476694793766,4,0.0019178024717240983,117.0,0.6071689465385025,0.6179687716783757,0.6585830465819245,0.847037684464677,0.14135844279361912,0.12023889853974194,0.013306979098504899,0.38157897569816357,2.1331952548755857,0.08708302960887476,0.1288278476162384,0.6759643292984597,0.4907984039550348,12.88
SprottK,0.05962593786799159,0,0,2.0417036451446204,1.817781482577807,0.6562812206790845,7.006,3,0.004177393207031491,19.0,0.6340752546608668,0.6159917116644954,0.5965866656266309,0.6111174787103051,0.20776086743710587,0.13476787720941327,-0.0018941387769083376,0.16951717035440902,1.6124940275432198,0.08069838769751136,0.04290072558378937,1.8810494834148996,0.7673376864008095,9.55
RabinovichFabrikant,0.2541443669572464,0,0,2.36076141745315,2.0781334886735414,0.9189339042839536,2.3356,3,0.005935795834653447,22.0,0.75263447536608,0.7169047707100599,0.7423878034018014,0.9817178241324681,0.209084100849199,0.1425257010996777,-0.01706124673263875,0.5398607051342988,2.053585855977351,0.27403026951102094,0.16554164377656425,1.655355493998154,0.5803292912133751,9.57
SprottD,0.10170941886932346,0,0,2.0807565309303526,1.950013918317399,1.0030259093693934,4.8333,3,0.004915921342211011,21.0,0.8110305341202789,0.7216889574558638,0.6968091890783876,0.9901575840781656,0.2204510621046106,0.14260369825530714,-0.02835811732211404,0.5172383676374092,1.9450278254601472,0.07850380475959051,0.07612709043695653,1.0312203488796439,0.4818043838084818,9.61
SprottI,0.023218704376506836,0,0,2.019844528960972,1.5880853049819768,0.5893805046352655,10.93,3,0.002537804388352197,18.0,0.6701707789276017,0.6450221646487986,0.6376906538638837,0.2127508748266407,0.22619865550533932,0.1425728746854066,-0.0025748134164313204,0.22460580634090746,1.50901188475699,0.05628306404411438,0.04069971702537548,1.3828858812218026,1.3367550812880427,9.67
SaltonSea,1.0702552017260383,0,0,2.0843843542474496,1.699295461860061,0.9335269725171643,0.96738,3,0.010353434770457349,25.0,0.7599247581336254,0.699205714227181,0.7131628176237242,0.9847567597096163,0.2070125735990125,0.13605123308199765,-0.005321573747918948,0.4688837290316277,1.8421657974733585,1.1661612585394883,0.3224179083919084,3.6169245819992883,1.3313955792793783,9.5
SprottN,0.11869612209728901,0,0,2.028951405806632,1.7798181024992923,0.6385218945868028,4.8135,3,0.005713437837153007,19.0,0.6448717776903373,0.6283124516712014,0.6280486066094818,0.7163643251081293,0.2116623955683027,0.14234401476730243,-0.0022725674219462163,0.1701901749321354,1.6195863068122518,0.12416704480191364,0.04659964212014647,2.664549321683146,0.9800349332544793,9.55
SprottM,0.08422043130700084,0,0,2.04996202872584,1.5501956414464297,0.7481178461456197,5.3644,3,0.004517920817032753,22.0,0.715612317813263,0.6871702336355566,0.7034522171892201,0.9469615922693257,0.22987236804042907,0.14443825953628872,-0.003669356259429835,0.4176922824699017,1.522182566920678,0.1271775924481918,0.04491091114057507,2.831774934383202,1.0409037003510657,9.58
SprottJ,0.12290789099642041,0,0,2.0221468017281006,1.7631890086601887,0.6352974298685767,4.836,3,0.005943825608586891,19.0,0.6457898188819123,0.6296464784724027,0.6297427840295584,0.7764134681376668,0.2120698898446599,0.1424101016789572,-0.0021434585877089093,0.17129389741810686,1.622533054313339,0.11213112196794019,0.05441904037129185,2.060512666208162,0.8127194512021361,9.53
SprottE,0.09016067590084897,0,0,2.0894640654250147,1.5319512189227282,0.8387888716672988,7.6275,3,0.006877005554337256,18.0,0.720255335543798,0.7272871723880859,0.7129834262544226,0.9966971270686931,0.22132044156251887,0.15793007342690243,-0.020863382604690495,0.615096644631853,1.4676456683280792,0.17162370777919717,0.1027317041195496,1.6706011960969465,0.6846188952487176,9.54
SprottG,0.09067832253388744,0,0,2.0519020031307744,1.4356008167477212,0.6185493944257671,8.7097,3,0.007897809857733994,13.0,0.7299787439517109,0.6597224209705645,0.6637218557633482,0.638169801619471,0.2568079003210085,0.1423667808579101,-0.0033062459419836167,0.39472104241354217,1.5735614831633733,0.09607648955514023,0.033250942034681714,2.889436619718311,1.0610615418468798,9.59
SprottA,0.012993052652429771,0,0,60.66528307527488,1.9642234277909487,0.5748267225365974,6.3728461538461545,3,0.0008280272562275763,16.0,0.7284234072114932,0.705926560951605,0.7418225040886538,0.0780565548858244,0.21834918592018726,0.13885594065360787,-0.0022441167624700597,0.21032372627589094,2.16660723184924,0.25656613925455657,0.08066678632222107,3.180567256388655,2.4540700493888767,9.72
SprottR,0.09661415277799693,0,0,2.071744469374985,1.831336989240481,0.5877166245477188,7.0133,3,0.006775840376779259,15.0,0.6738117105083147,0.6458560369753217,0.6741915210165652,0.9900685723597988,0.22056247889708758,0.1425936462543598,-0.003838826437365597,0.48506031887689094,1.6370086575108875,0.11781056040521466,0.07406012936176447,1.590742028409655,0.4670689607713294,10.61
HyperWang,1.2930140887300063,0,0,3.105321722354005,2.384028593490252,0.9969261837212393,0.6481520567576332,4,0.008380697410269505,23.0,0.8247770484127568,0.7969636133852092,0.8149624313021434,0.9986916864845283,0.20974458824756237,0.14157492739711472,-0.0041978503155886,0.5677752667644191,2.7249737446755318,2.1666988152281204,0.817183364378119,2.651423058369513,0.9750964990218398,13.59
NewtonLiepnik,0.14945341784639976,0,0,2.2206092778719664,2.0051574625339903,0.6322918700854281,8.5095,3,0.012717738591639386,10.0,0.779095607603928,0.7661132511533851,0.785496570059269,0.9984130240561847,0.25376414289932636,0.16611037371791185,-0.015258433749887796,0.6479634080917965,1.9393056045914892,0.16016567946596422,0.13012090800977472,1.230898876404494,0.5136938190911755,9.77
SprottC,0.15806924766944033,0,0,2.1529236029587073,1.903676120558973,1.14839462464542,8.8852,3,0.01404476879392511,18.0,0.8524499877209332,0.8391017738724825,0.8596104724521657,0.9987131280284607,0.24725421457565064,0.1458526413197672,-0.006049175524965653,0.6044391022782626,1.9024144020220501,0.1036045586729251,0.08945410326708675,1.158186767169179,0.3545726519185153,9.64
SprottQ,0.17169784338063596,0,0,2.2246852931286063,1.831711145721785,0.8105158145249107,4.8443,3,0.008317558626888146,18.0,0.7210047902793724,0.675131411446109,0.6879632091767436,0.7393139110422103,0.22668079046960024,0.1429701754117332,-0.003787204219464727,0.40802780749031314,1.8435316880002075,0.1156180155917601,0.05053332379406099,2.287955885564533,0.8634975916013121,9.55
KawczynskiStrizhak,0.0757060839542753,0,0,1.4235221965773541,0.49778489205270265,0.5935098791328474,10.991666666666667,3,0.008321360394640761,33.0,0.7205421309638552,0.6559578952238342,0.6179275749356965,0.9880568456579538,0.24558108449264848,0.1489836314485612,-0.005175176814394094,0.40389517196695773,1.7497421654552014,0.03061468742721373,0.029630519747283326,1.0332146613803708,0.33695436988476635,9.41
IsothermalChemical,0.450090505359164,0,0,2.0385823810364654,1.0903385466106001,0.6589422003608746,0.7302799999999999,3,0.0032869209425369023,20.0,0.5895147320354885,0.5857675121243789,0.6163925837574533,0.5908581945976747,0.19608006365956618,0.13390257692921062,-0.0021471239135684712,0.25429576154811473,1.2317443529193184,2.0603892051156993,0.9762433809787938,2.110528219971056,1.5846765565258236,9.69
ShimizuMorioka,0.03577425334463406,0,0,2.0312187919639926,1.7168454070369197,0.7156563118943259,12.038,3,0.0043065046176270485,15.0,0.7729588286312611,0.7380140763659778,0.7361899711690144,0.9945149632947611,0.23214712372546278,0.15097772122537303,-0.006674327130636154,0.5168962158127238,1.6303752676749201,0.1698958765798271,0.06511725033200588,2.609076330981398,0.9589962625228627,9.67
PehlivanWei,0.10415076085878888,0,0,2.1563635563177295,1.7200323215068793,0.6547493000137818,3.7487330316742087,3,0.003904333975053432,12.0,0.6626938798569951,0.6614300008686691,0.7611078626045913,0.49589942694027145,0.22133122111493905,0.14014785743067976,-0.0023464596786286554,0.2902067982252759,2.0684175916065834,0.34139903750907996,0.15476184868375623,2.2059638109305757,0.9501758711387707,9.64
